"Plot Title: 9724974"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9724974, SEN S/N: 9724974)","Temp, °F (LGR S/N: 9724974, SEN S/N: 9724974)","Coupler Detached (LGR S/N: 9724974)","Coupler Attached (LGR S/N: 9724974)","Host Connected (LGR S/N: 9724974)","End Of File (LGR S/N: 9724974)"
4599,02/26/11 04:00:00  AM,12.954,20.215,,,,
4600,02/26/11 05:00:00  AM,12.319,20.273,,,,
4601,02/26/11 06:00:00  AM,10.965,20.331,,,,
4602,02/26/11 07:00:00  AM,9.981,20.386,,,,
4603,02/26/11 08:00:00  AM,7.898,20.444,,,,
4604,02/26/11 09:00:00  AM,6.654,20.502,,,,
4605,02/26/11 10:00:00  AM,6.165,20.502,,,,
4606,02/26/11 11:00:00  AM,5.740,20.502,,,,
4607,02/26/11 12:00:00  PM,4.957,20.557,,,,
4608,02/26/11 01:00:00  PM,3.943,20.615,,,,
4609,02/26/11 02:00:00  PM,2.464,20.615,,,,
4610,02/26/11 03:00:00  PM,1.099,20.615,,,,
4611,02/26/11 04:00:00  PM,-0.695,20.671,,,,
4612,02/26/11 05:00:00  PM,-1.655,20.728,,,,
4613,02/26/11 06:00:00  PM,-2.796,20.728,,,,
4614,02/26/11 07:00:00  PM,-3.710,20.728,,,,
4615,02/26/11 08:00:00  PM,-4.641,20.671,,,,
4616,02/26/11 09:00:00  PM,-5.850,20.502,,,,
4617,02/26/11 10:00:00  PM,-7.269,20.215,,,,
4618,02/26/11 11:00:00  PM,-7.902,19.872,,,,
4619,02/27/11 12:00:00  AM,-8.268,19.584,,,,
4620,02/27/11 01:00:00  AM,-9.006,19.121,,,,
4621,02/27/11 02:00:00  AM,-9.756,18.365,,,,
4622,02/27/11 03:00:00  AM,-10.327,17.541,,,,
4623,02/27/11 04:00:00  AM,-11.097,16.646,,,,
4624,02/27/11 05:00:00  AM,-12.276,15.922,,,,
4625,02/27/11 06:00:00  AM,-12.978,15.255,,,,
4626,02/27/11 07:00:00  AM,-14.415,14.702,,,,
4627,02/27/11 08:00:00  AM,-14.415,14.083,,,,
4628,02/27/11 09:00:00  AM,-14.624,13.458,,,,
4629,02/27/11 10:00:00  AM,-14.834,12.637,,,,
4630,02/27/11 11:00:00  AM,-13.589,11.808,,,,
4631,02/27/11 12:00:00  PM,-12.177,11.291,,,,
4632,02/27/11 01:00:00  PM,-10.613,10.965,,,,
4633,02/27/11 02:00:00  PM,-9.474,10.771,,,,
4634,02/27/11 03:00:00  PM,-7.992,10.639,,,,
4635,02/27/11 04:00:00  PM,-7.992,10.508,,,,
4636,02/27/11 05:00:00  PM,-8.176,10.377,,,,
4637,02/27/11 06:00:00  PM,-8.360,10.245,,,,
4638,02/27/11 07:00:00  PM,-9.006,10.047,,,,
4639,02/27/11 08:00:00  PM,-9.474,9.849,,,,
4640,02/27/11 09:00:00  PM,-9.567,9.649,,,,
4641,02/27/11 10:00:00  PM,-10.136,9.516,,,,
4642,02/27/11 11:00:00  PM,-10.422,9.583,,,,
4643,02/28/11 12:00:00  AM,-10.710,9.583,,,,
4644,02/28/11 01:00:00  AM,-11.684,9.649,,,,
4645,02/28/11 02:00:00  AM,-12.177,9.716,,,,
4646,02/28/11 03:00:00  AM,-12.678,9.716,,,,
4647,02/28/11 04:00:00  AM,-12.878,9.716,,,,
4648,02/28/11 05:00:00  AM,-12.777,9.649,,,,
4649,02/28/11 06:00:00  AM,-14.310,9.583,,,,
4650,02/28/11 07:00:00  AM,-15.682,9.583,,,,
4651,02/28/11 08:00:00  AM,-15.468,9.583,,,,
4652,02/28/11 09:00:00  AM,-15.255,9.583,,,,
4653,02/28/11 10:00:00  AM,-15.682,9.583,,,,
4654,02/28/11 11:00:00  AM,-14.624,9.516,,,,
4655,02/28/11 12:00:00  PM,-13.896,9.450,,,,
4656,02/28/11 01:00:00  PM,-12.777,9.316,,,,
4657,02/28/11 02:00:00  PM,-11.585,9.250,,,,
4658,02/28/11 03:00:00  PM,-10.613,9.183,,,,
4659,02/28/11 04:00:00  PM,-9.756,9.048,,,,
4660,02/28/11 05:00:00  PM,-9.006,8.982,,,,
4661,02/28/11 06:00:00  PM,-8.635,8.847,,,,
4662,02/28/11 07:00:00  PM,-9.567,8.712,,,,
4663,02/28/11 08:00:00  PM,-10.613,8.442,,,,
4664,02/28/11 09:00:00  PM,-11.000,8.101,,,,
4665,02/28/11 10:00:00  PM,-11.000,7.761,,,,
4666,02/28/11 11:00:00  PM,-11.781,7.486,,,,
4667,03/01/11 12:00:00  AM,-11.880,7.279,,,,
4668,03/01/11 01:00:00  AM,-13.182,7.210,,,,
4669,03/01/11 02:00:00  AM,-11.097,7.279,,,,
4670,03/01/11 03:00:00  AM,-12.377,7.347,,,,
4671,03/01/11 04:00:00  AM,-12.177,7.417,,,,
4672,03/01/11 05:00:00  AM,-12.377,7.347,,,,
4673,03/01/11 06:00:00  AM,-12.476,7.279,,,,
4674,03/01/11 07:00:00  AM,-13.283,7.210,,,,
4675,03/01/11 08:00:00  AM,-14.415,7.140,,,,
4676,03/01/11 09:00:00  AM,-14.208,7.072,,,,
4677,03/01/11 10:00:00  AM,-14.001,7.002,,,,
4678,03/01/11 11:00:00  AM,-13.794,6.933,,,,
4679,03/01/11 12:00:00  PM,-14.728,7.002,,,,
4680,03/01/11 01:00:00  PM,-12.476,7.072,,,,
4681,03/01/11 02:00:00  PM,-9.474,7.210,,,,
4682,03/01/11 03:00:00  PM,-9.006,7.347,,,,
4683,03/01/11 04:00:00  PM,-8.543,7.417,,,,
4684,03/01/11 05:00:00  PM,-7.629,7.486,,,,
4685,03/01/11 06:00:00  PM,-7.001,7.554,,,,
4686,03/01/11 07:00:00  PM,-7.811,7.554,,,,
4687,03/01/11 08:00:00  PM,-8.543,7.554,,,,
4688,03/01/11 09:00:00  PM,-9.006,7.623,,,,
4689,03/01/11 10:00:00  PM,-9.661,7.623,,,,
4690,03/01/11 11:00:00  PM,-9.850,7.554,,,,
4691,03/02/11 12:00:00  AM,-10.041,7.623,,,,
4692,03/02/11 01:00:00  AM,-10.710,7.554,,,,
4693,03/02/11 02:00:00  AM,-11.684,7.554,,,,
4694,03/02/11 03:00:00  AM,-11.979,7.554,,,,
4695,03/02/11 04:00:00  AM,-12.377,7.554,,,,
4696,03/02/11 05:00:00  AM,-12.978,7.623,,,,
4697,03/02/11 06:00:00  AM,-12.978,7.691,,,,
4698,03/02/11 07:00:00  AM,-13.896,7.761,,,,
4699,03/02/11 08:00:00  AM,-12.878,7.830,,,,
4700,03/02/11 09:00:00  AM,-14.624,7.898,,,,
4701,03/02/11 10:00:00  AM,-14.001,8.033,,,,
4702,03/02/11 11:00:00  AM,-13.794,8.101,,,,
4703,03/02/11 12:00:00  PM,-13.081,8.307,,,,
4704,03/02/11 01:00:00  PM,-11.195,8.510,,,,
4705,03/02/11 02:00:00  PM,-7.811,8.712,,,,
4706,03/02/11 03:00:00  PM,-4.641,8.915,,,,
4707,03/02/11 04:00:00  PM,-4.047,9.115,,,,
4708,03/02/11 05:00:00  PM,-2.304,9.316,,,,
4709,03/02/11 06:00:00  PM,-2.304,9.450,,,,
4710,03/02/11 07:00:00  PM,-2.961,9.583,,,,
4711,03/02/11 08:00:00  PM,-4.385,9.583,,,,
4712,03/02/11 09:00:00  PM,-5.071,9.583,,,,
4713,03/02/11 10:00:00  PM,-5.328,9.450,,,,
4714,03/02/11 11:00:00  PM,-5.764,9.316,,,,
4715,03/03/11 12:00:00  AM,-6.911,9.048,,,,
4716,03/03/11 01:00:00  AM,-7.629,8.577,,,,
4717,03/03/11 02:00:00  AM,-8.176,8.238,,,,
4718,03/03/11 03:00:00  AM,-8.912,7.966,,,,
4719,03/03/11 04:00:00  AM,-9.287,7.761,,,,
4720,03/03/11 05:00:00  AM,-8.727,7.830,,,,
4721,03/03/11 06:00:00  AM,-9.193,7.830,,,,
4722,03/03/11 07:00:00  AM,-9.661,8.033,,,,
4723,03/03/11 08:00:00  AM,-9.474,8.170,,,,
4724,03/03/11 09:00:00  AM,-9.287,8.373,,,,
4725,03/03/11 10:00:00  AM,-9.756,8.510,,,,
4726,03/03/11 11:00:00  AM,-9.287,8.712,,,,
4727,03/03/11 12:00:00  PM,-7.449,8.915,,,,
4728,03/03/11 01:00:00  PM,-5.764,9.048,,,,
4729,03/03/11 02:00:00  PM,-5.328,9.250,,,,
4730,03/03/11 03:00:00  PM,-4.985,9.450,,,,
4731,03/03/11 04:00:00  PM,-5.156,9.649,,,,
4732,03/03/11 05:00:00  PM,-4.047,9.849,,,,
4733,03/03/11 06:00:00  PM,-5.328,10.114,,,,
4734,03/03/11 07:00:00  PM,-5.850,10.245,,,,
4735,03/03/11 08:00:00  PM,-5.676,10.443,,,,
4736,03/03/11 09:00:00  PM,-5.415,10.575,,,,
4737,03/03/11 10:00:00  PM,-5.242,10.639,,,,
4738,03/03/11 11:00:00  PM,-5.156,10.771,,,,
4739,03/04/11 12:00:00  AM,-5.071,10.836,,,,
4740,03/04/11 01:00:00  AM,-5.071,10.965,,,,
4741,03/04/11 02:00:00  AM,-5.850,11.030,,,,
4742,03/04/11 03:00:00  AM,-7.089,11.161,,,,
4743,03/04/11 04:00:00  AM,-7.089,11.226,,,,
4744,03/04/11 05:00:00  AM,-7.811,11.291,,,,
4745,03/04/11 06:00:00  AM,-6.821,11.356,,,,
4746,03/04/11 07:00:00  AM,-5.503,11.356,,,,
4747,03/04/11 08:00:00  AM,-6.113,11.356,,,,
4748,03/04/11 09:00:00  AM,-7.179,11.356,,,,
4749,03/04/11 10:00:00  AM,-6.911,11.356,,,,
4750,03/04/11 11:00:00  AM,-7.089,11.421,,,,
4751,03/04/11 12:00:00  PM,-7.179,11.485,,,,
4752,03/04/11 01:00:00  PM,-5.676,11.550,,,,
4753,03/04/11 02:00:00  PM,-5.071,11.678,,,,
4754,03/04/11 03:00:00  PM,-2.961,11.743,,,,
4755,03/04/11 04:00:00  PM,-1.493,11.808,,,,
4756,03/04/11 05:00:00  PM,-0.537,11.935,,,,
4757,03/04/11 06:00:00  PM,-0.063,12.063,,,,
4758,03/04/11 07:00:00  PM,-1.012,12.128,,,,
4759,03/04/11 08:00:00  PM,-0.695,12.191,,,,
4760,03/04/11 09:00:00  PM,-1.093,12.256,,,,
4761,03/04/11 10:00:00  PM,-0.933,12.256,,,,
4762,03/04/11 11:00:00  PM,-1.979,12.256,,,,
4763,03/05/11 12:00:00  AM,-3.627,12.191,,,,
4764,03/05/11 01:00:00  AM,-3.543,12.191,,,,
4765,03/05/11 02:00:00  AM,-3.210,12.191,,,,
4766,03/05/11 03:00:00  AM,-4.047,12.191,,,,
4767,03/05/11 04:00:00  AM,-2.385,12.191,,,,
4768,03/05/11 05:00:00  AM,-3.962,12.256,,,,
4769,03/05/11 06:00:00  AM,-2.549,12.256,,,,
4770,03/05/11 07:00:00  AM,-4.812,12.319,,,,
4771,03/05/11 08:00:00  AM,-2.385,12.384,,,,
4772,03/05/11 09:00:00  AM,-2.549,12.447,,,,
4773,03/05/11 10:00:00  AM,-1.172,12.574,,,,
4774,03/05/11 11:00:00  AM,-1.332,12.637,,,,
4775,03/05/11 12:00:00  PM,-1.655,12.700,,,,
4776,03/05/11 01:00:00  PM,0.945,12.828,,,,
4777,03/05/11 02:00:00  PM,2.388,12.891,,,,
4778,03/05/11 03:00:00  PM,4.015,13.017,,,,
4779,03/05/11 04:00:00  PM,6.165,13.080,,,,
4780,03/05/11 05:00:00  PM,5.882,13.143,,,,
4781,03/05/11 06:00:00  PM,6.235,13.206,,,,
4782,03/05/11 07:00:00  PM,3.502,13.206,,,,
4783,03/05/11 08:00:00  PM,0.248,13.269,,,,
4784,03/05/11 09:00:00  PM,2.239,13.332,,,,
4785,03/05/11 10:00:00  PM,3.357,13.332,,,,
4786,03/05/11 11:00:00  PM,3.357,13.332,,,,
4787,03/06/11 12:00:00  AM,2.012,13.332,,,,
4788,03/06/11 01:00:00  AM,2.836,13.332,,,,
4789,03/06/11 02:00:00  AM,2.689,13.332,,,,
4790,03/06/11 03:00:00  AM,2.163,13.332,,,,
4791,03/06/11 04:00:00  AM,0.869,13.332,,,,
4792,03/06/11 05:00:00  AM,1.022,13.332,,,,
4793,03/06/11 06:00:00  AM,1.022,13.332,,,,
4794,03/06/11 07:00:00  AM,-1.817,13.269,,,,
4795,03/06/11 08:00:00  AM,-0.378,13.269,,,,
4796,03/06/11 09:00:00  AM,-1.093,13.269,,,,
4797,03/06/11 10:00:00  AM,-0.933,13.269,,,,
4798,03/06/11 11:00:00  AM,0.014,13.206,,,,
4799,03/06/11 12:00:00  PM,1.936,13.206,,,,
4800,03/06/11 01:00:00  PM,3.796,13.206,,,,
4801,03/06/11 02:00:00  PM,4.235,13.206,,,,
4802,03/06/11 03:00:00  PM,5.599,13.206,,,,
4803,03/06/11 04:00:00  PM,7.417,13.143,,,,
4804,03/06/11 05:00:00  PM,8.847,13.206,,,,
4805,03/06/11 06:00:00  PM,9.048,13.206,,,,
4806,03/06/11 07:00:00  PM,5.670,13.206,,,,
4807,03/06/11 08:00:00  PM,4.957,13.206,,,,
4808,03/06/11 09:00:00  PM,5.099,13.269,,,,
4809,03/06/11 10:00:00  PM,5.171,13.269,,,,
4810,03/06/11 11:00:00  PM,4.813,13.269,,,,
4811,03/07/11 12:00:00  AM,5.243,13.332,,,,
4812,03/07/11 01:00:00  AM,4.015,13.332,,,,
4813,03/07/11 02:00:00  AM,3.724,13.332,,,,
4814,03/07/11 03:00:00  AM,3.870,13.332,,,,
4815,03/07/11 04:00:00  AM,3.502,13.332,,,,
4816,03/07/11 05:00:00  AM,3.576,13.332,,,,
4817,03/07/11 06:00:00  AM,4.089,13.332,,,,
4818,03/07/11 07:00:00  AM,3.207,13.332,,,,
4819,03/07/11 08:00:00  AM,2.539,13.269,,,,
4820,03/07/11 09:00:00  AM,3.796,13.269,,,,
4821,03/07/11 10:00:00  AM,2.464,13.269,,,,
4822,03/07/11 11:00:00  AM,2.613,13.269,,,,
4823,03/07/11 12:00:00  PM,4.597,13.269,,,,
4824,03/07/11 01:00:00  PM,5.670,13.269,,,,
4825,03/07/11 02:00:00  PM,7.966,13.269,,,,
4826,03/07/11 03:00:00  PM,9.048,13.269,,,,
4827,03/07/11 04:00:00  PM,12.574,13.269,,,,
4828,03/07/11 05:00:00  PM,11.485,13.269,,,,
4829,03/07/11 06:00:00  PM,10.639,13.332,,,,
4830,03/07/11 07:00:00  PM,7.417,13.332,,,,
4831,03/07/11 08:00:00  PM,6.793,13.395,,,,
4832,03/07/11 09:00:00  PM,6.724,13.395,,,,
4833,03/07/11 10:00:00  PM,7.002,13.458,,,,
4834,03/07/11 11:00:00  PM,5.385,13.458,,,,
4835,03/08/11 12:00:00  AM,4.885,13.458,,,,
4836,03/08/11 01:00:00  AM,4.741,13.458,,,,
4837,03/08/11 02:00:00  AM,4.885,13.458,,,,
4838,03/08/11 03:00:00  AM,3.870,13.458,,,,
4839,03/08/11 04:00:00  AM,2.464,13.458,,,,
4840,03/08/11 05:00:00  AM,3.502,13.458,,,,
4841,03/08/11 06:00:00  AM,3.429,13.458,,,,
4842,03/08/11 07:00:00  AM,1.634,13.458,,,,
4843,03/08/11 08:00:00  AM,2.163,13.458,,,,
4844,03/08/11 09:00:00  AM,2.464,13.458,,,,
4845,03/08/11 10:00:00  AM,2.163,13.521,,,,
4846,03/08/11 11:00:00  AM,1.936,13.584,,,,
4847,03/08/11 12:00:00  PM,2.912,13.708,,,,
4848,03/08/11 01:00:00  PM,4.379,13.771,,,,
4849,03/08/11 02:00:00  PM,5.670,13.896,,,,
4850,03/08/11 03:00:00  PM,6.094,13.959,,,,
4851,03/08/11 04:00:00  PM,8.101,14.083,,,,
4852,03/08/11 05:00:00  PM,7.966,14.083,,,,
4853,03/08/11 06:00:00  PM,8.577,14.146,,,,
4854,03/08/11 07:00:00  PM,7.279,14.207,,,,
4855,03/08/11 08:00:00  PM,6.933,14.207,,,,
4856,03/08/11 09:00:00  PM,6.165,14.207,,,,
4857,03/08/11 10:00:00  PM,4.379,14.207,,,,
4858,03/08/11 11:00:00  PM,4.525,14.207,,,,
4859,03/09/11 12:00:00  AM,5.029,14.146,,,,
4860,03/09/11 01:00:00  AM,4.885,14.083,,,,
4861,03/09/11 02:00:00  AM,3.796,14.083,,,,
4862,03/09/11 03:00:00  AM,4.015,14.020,,,,
4863,03/09/11 04:00:00  AM,3.133,14.020,,,,
4864,03/09/11 05:00:00  AM,1.785,14.020,,,,
4865,03/09/11 06:00:00  AM,2.012,14.020,,,,
4866,03/09/11 07:00:00  AM,2.088,14.083,,,,
4867,03/09/11 08:00:00  AM,1.328,14.083,,,,
4868,03/09/11 09:00:00  AM,1.405,14.083,,,,
4869,03/09/11 10:00:00  AM,1.099,14.083,,,,
4870,03/09/11 11:00:00  AM,-0.378,14.146,,,,
4871,03/09/11 12:00:00  PM,-0.143,14.207,,,,
4872,03/09/11 01:00:00  PM,1.861,14.207,,,,
4873,03/09/11 02:00:00  PM,3.724,14.268,,,,
4874,03/09/11 03:00:00  PM,5.812,14.268,,,,
4875,03/09/11 04:00:00  PM,6.724,14.268,,,,
4876,03/09/11 05:00:00  PM,6.654,14.268,,,,
4877,03/09/11 06:00:00  PM,6.584,14.268,,,,
4878,03/09/11 07:00:00  PM,6.165,14.268,,,,
4879,03/09/11 08:00:00  PM,5.171,14.268,,,,
4880,03/09/11 09:00:00  PM,3.724,14.331,,,,
4881,03/09/11 10:00:00  PM,2.239,14.331,,,,
4882,03/09/11 11:00:00  PM,1.175,14.392,,,,
4883,03/10/11 12:00:00  AM,-0.063,14.331,,,,
4884,03/10/11 01:00:00  AM,-0.854,14.268,,,,
4885,03/10/11 02:00:00  AM,-2.222,14.207,,,,
4886,03/10/11 03:00:00  AM,-2.796,14.083,,,,
4887,03/10/11 04:00:00  AM,-3.962,14.020,,,,
4888,03/10/11 05:00:00  AM,-4.641,13.959,,,,
4889,03/10/11 06:00:00  AM,-6.378,13.834,,,,
4890,03/10/11 07:00:00  AM,-6.554,13.708,,,,
4891,03/10/11 08:00:00  AM,-7.539,13.584,,,,
4892,03/10/11 09:00:00  AM,-9.287,13.458,,,,
4893,03/10/11 10:00:00  AM,-10.041,13.332,,,,
4894,03/10/11 11:00:00  AM,-8.451,13.206,,,,
4895,03/10/11 12:00:00  PM,-7.811,13.080,,,,
4896,03/10/11 01:00:00  PM,-7.269,12.954,,,,
4897,03/10/11 02:00:00  PM,-6.201,12.828,,,,
4898,03/10/11 03:00:00  PM,-5.415,12.700,,,,
4899,03/10/11 04:00:00  PM,-4.556,12.574,,,,
4900,03/10/11 05:00:00  PM,-4.301,12.511,,,,
4901,03/10/11 06:00:00  PM,-5.328,12.384,,,,
4902,03/10/11 07:00:00  PM,-6.554,12.319,,,,
4903,03/10/11 08:00:00  PM,-7.449,12.256,,,,
4904,03/10/11 09:00:00  PM,-7.902,12.191,,,,
4905,03/10/11 10:00:00  PM,-9.287,12.128,,,,
4906,03/10/11 11:00:00  PM,-10.710,12.063,,,,
4907,03/11/11 12:00:00  AM,-10.806,12.000,,,,
4908,03/11/11 01:00:00  AM,-11.684,12.000,,,,
4909,03/11/11 02:00:00  AM,-11.585,11.935,,,,
4910,03/11/11 03:00:00  AM,-12.078,11.935,,,,
4911,03/11/11 04:00:00  AM,-14.103,11.871,,,,
4912,03/11/11 05:00:00  AM,-15.149,11.808,,,,
4913,03/11/11 06:00:00  AM,-13.283,11.808,,,,
4914,03/11/11 07:00:00  AM,-13.486,11.743,,,,
4915,03/11/11 08:00:00  AM,-15.682,11.678,,,,
4916,03/11/11 09:00:00  AM,-14.519,11.613,,,,
4917,03/11/11 10:00:00  AM,-14.519,11.550,,,,
4918,03/11/11 11:00:00  AM,-14.208,11.550,,,,
4919,03/11/11 12:00:00  PM,-13.283,11.485,,,,
4920,03/11/11 01:00:00  PM,-9.380,11.421,,,,
4921,03/11/11 02:00:00  PM,-7.089,11.356,,,,
4922,03/11/11 03:00:00  PM,-6.644,11.291,,,,
4923,03/11/11 04:00:00  PM,-6.113,11.226,,,,
4924,03/11/11 05:00:00  PM,-6.201,11.226,,,,
4925,03/11/11 06:00:00  PM,-5.242,11.226,,,,
4926,03/11/11 07:00:00  PM,-7.449,11.226,,,,
4927,03/11/11 08:00:00  PM,-10.327,11.226,,,,
4928,03/11/11 09:00:00  PM,-9.850,11.226,,,,
4929,03/11/11 10:00:00  PM,-10.806,11.291,,,,
4930,03/11/11 11:00:00  PM,-11.880,11.226,,,,
4931,03/12/11 12:00:00  AM,-12.177,11.161,,,,
4932,03/12/11 01:00:00  AM,-12.078,11.161,,,,
4933,03/12/11 02:00:00  AM,-11.195,11.097,,,,
4934,03/12/11 03:00:00  AM,-10.806,11.030,,,,
4935,03/12/11 04:00:00  AM,-9.945,10.965,,,,
4936,03/12/11 05:00:00  AM,-11.195,10.900,,,,
4937,03/12/11 06:00:00  AM,-11.389,10.900,,,,
4938,03/12/11 07:00:00  AM,-12.377,10.836,,,,
4939,03/12/11 08:00:00  AM,-12.377,10.836,,,,
4940,03/12/11 09:00:00  AM,-12.177,10.900,,,,
4941,03/12/11 10:00:00  AM,-12.078,10.900,,,,
4942,03/12/11 11:00:00  AM,-11.389,10.900,,,,
4943,03/12/11 12:00:00  PM,-10.710,10.965,,,,
4944,03/12/11 01:00:00  PM,-8.727,11.030,,,,
4945,03/12/11 02:00:00  PM,-7.811,11.161,,,,
4946,03/12/11 03:00:00  PM,-6.821,11.226,,,,
4947,03/12/11 04:00:00  PM,-5.676,11.356,,,,
4948,03/12/11 05:00:00  PM,-5.156,11.485,,,,
4949,03/12/11 06:00:00  PM,-4.898,11.613,,,,
4950,03/12/11 07:00:00  PM,-5.242,11.743,,,,
4951,03/12/11 08:00:00  PM,-6.201,11.871,,,,
4952,03/12/11 09:00:00  PM,-6.290,12.000,,,,
4953,03/12/11 10:00:00  PM,-5.850,12.063,,,,
4954,03/12/11 11:00:00  PM,-6.025,12.128,,,,
4955,03/13/11 12:00:00  AM,-6.025,12.191,,,,
4956,03/13/11 01:00:00  AM,-6.025,12.319,,,,
4957,03/13/11 02:00:00  AM,-5.764,12.319,,,,
4958,03/13/11 03:00:00  AM,-5.503,12.384,,,,
4959,03/13/11 04:00:00  AM,-6.025,12.384,,,,
4960,03/13/11 05:00:00  AM,-5.850,12.447,,,,
4961,03/13/11 06:00:00  AM,-7.089,12.511,,,,
4962,03/13/11 07:00:00  AM,-5.850,12.511,,,,
4963,03/13/11 08:00:00  AM,-5.676,12.574,,,,
4964,03/13/11 09:00:00  AM,-5.328,12.574,,,,
4965,03/13/11 10:00:00  AM,-4.727,12.574,,,,
4966,03/13/11 11:00:00  AM,-3.543,12.637,,,,
4967,03/13/11 12:00:00  PM,-4.301,12.700,,,,
4968,03/13/11 01:00:00  PM,-1.817,12.765,,,,
4969,03/13/11 02:00:00  PM,0.405,12.828,,,,
4970,03/13/11 03:00:00  PM,1.175,12.891,,,,
4971,03/13/11 04:00:00  PM,1.936,13.017,,,,
4972,03/13/11 05:00:00  PM,3.283,13.080,,,,
4973,03/13/11 06:00:00  PM,3.207,13.143,,,,
4974,03/13/11 07:00:00  PM,2.539,13.206,,,,
4975,03/13/11 08:00:00  PM,1.936,13.269,,,,
4976,03/13/11 09:00:00  PM,1.710,13.332,,,,
4977,03/13/11 10:00:00  PM,1.405,13.395,,,,
4978,03/13/11 11:00:00  PM,1.175,13.458,,,,
4979,03/14/11 12:00:00  AM,1.405,13.521,,,,
4980,03/14/11 01:00:00  AM,1.936,13.584,,,,
4981,03/14/11 02:00:00  AM,2.613,13.708,,,,
4982,03/14/11 03:00:00  AM,1.936,13.708,,,,
4983,03/14/11 04:00:00  AM,1.481,13.771,,,,
4984,03/14/11 05:00:00  AM,2.388,13.834,,,,
4985,03/14/11 06:00:00  AM,1.785,13.959,,,,
4986,03/14/11 07:00:00  AM,1.785,14.020,,,,
4987,03/14/11 08:00:00  AM,2.088,14.083,,,,
4988,03/14/11 09:00:00  AM,2.088,14.083,,,,
4989,03/14/11 10:00:00  AM,4.597,14.207,,,,
4990,03/14/11 11:00:00  AM,5.171,14.268,,,,
4991,03/14/11 12:00:00  PM,4.089,14.331,,,,
4992,03/14/11 01:00:00  PM,6.654,14.455,,,,
4993,03/14/11 02:00:00  PM,6.654,14.578,,,,
4994,03/14/11 03:00:00  PM,9.316,14.702,,,,
4995,03/14/11 04:00:00  PM,9.115,14.824,,,,
4996,03/14/11 05:00:00  PM,9.716,14.949,,,,
4997,03/14/11 06:00:00  PM,9.183,15.071,,,,
4998,03/14/11 07:00:00  PM,8.307,15.132,,,,
4999,03/14/11 08:00:00  PM,8.645,15.255,,,,
5000,03/14/11 09:00:00  PM,9.981,15.377,,,,
5001,03/14/11 10:00:00  PM,10.245,15.498,,,,
5002,03/14/11 11:00:00  PM,9.183,15.559,,,,
5003,03/15/11 12:00:00  AM,9.916,15.620,,,,
5004,03/15/11 01:00:00  AM,9.048,15.681,,,,
5005,03/15/11 02:00:00  AM,8.442,15.802,,,,
5006,03/15/11 03:00:00  AM,8.101,15.802,,,,
5007,03/15/11 04:00:00  AM,8.307,15.863,,,,
5008,03/15/11 05:00:00  AM,8.373,15.922,,,,
5009,03/15/11 06:00:00  AM,8.645,15.922,,,,
5010,03/15/11 07:00:00  AM,7.072,15.984,,,,
5011,03/15/11 08:00:00  AM,6.584,16.045,,,,
5012,03/15/11 09:00:00  AM,7.486,16.045,,,,
5013,03/15/11 10:00:00  AM,7.279,16.104,,,,
5014,03/15/11 11:00:00  AM,6.724,16.165,,,,
5015,03/15/11 12:00:00  PM,8.033,16.225,,,,
5016,03/15/11 01:00:00  PM,9.916,16.286,,,,
5017,03/15/11 02:00:00  PM,11.871,16.345,,,,
5018,03/15/11 03:00:00  PM,11.678,16.466,,,,
5019,03/15/11 04:00:00  PM,13.143,16.525,,,,
5020,03/15/11 05:00:00  PM,12.637,16.646,,,,
5021,03/15/11 06:00:00  PM,13.143,16.705,,,,
5022,03/15/11 07:00:00  PM,12.000,16.767,,,,
5023,03/15/11 08:00:00  PM,12.063,16.885,,,,
5024,03/15/11 09:00:00  PM,12.256,16.945,,,,
5025,03/15/11 10:00:00  PM,13.395,17.004,,,,
5026,03/15/11 11:00:00  PM,14.455,17.125,,,,
5027,03/16/11 12:00:00  AM,14.020,17.184,,,,
5028,03/16/11 01:00:00  AM,14.702,17.244,,,,
5029,03/16/11 02:00:00  AM,14.517,17.303,,,,
5030,03/16/11 03:00:00  AM,14.455,17.362,,,,
5031,03/16/11 04:00:00  AM,14.083,17.362,,,,
5032,03/16/11 05:00:00  AM,14.824,17.422,,,,
5033,03/16/11 06:00:00  AM,14.331,17.481,,,,
5034,03/16/11 07:00:00  AM,14.702,17.481,,,,
5035,03/16/11 08:00:00  AM,15.863,17.541,,,,
5036,03/16/11 09:00:00  AM,15.620,17.600,,,,
5037,03/16/11 10:00:00  AM,15.498,17.658,,,,
5038,03/16/11 11:00:00  AM,16.587,17.717,,,,
5039,03/16/11 12:00:00  PM,15.863,17.717,,,,
5040,03/16/11 01:00:00  PM,20.044,17.776,,,,
5041,03/16/11 02:00:00  PM,23.133,17.836,,,,
5042,03/16/11 03:00:00  PM,24.174,17.895,,,,
5043,03/16/11 04:00:00  PM,25.363,17.953,,,,
5044,03/16/11 05:00:00  PM,24.174,18.072,,,,
5045,03/16/11 06:00:00  PM,26.960,18.072,,,,
5046,03/16/11 07:00:00  PM,25.898,18.129,,,,
5047,03/16/11 08:00:00  PM,23.628,18.189,,,,
5048,03/16/11 09:00:00  PM,23.518,18.248,,,,
5049,03/16/11 10:00:00  PM,26.271,18.306,,,,
5050,03/16/11 11:00:00  PM,26.164,18.365,,,,
