"Plot Title: 9724974"
#,Date Time,Temp (°F) LGR S/N: 9724974 c:1,Temp (°F) LGR S/N: 9724974 c:2,Coupler Detached LGR S/N: 9724974,Coupler Attached LGR S/N: 9724974,Host Connected LGR S/N: 9724974,End Of File LGR S/N: 9724974
474,10-09-07 07:00:00  AM,40 017,33 978,,,,
475,10-09-07 08:00:00  AM,39 970,33 780,,,,
476,10-09-07 09:00:00  AM,39 783,33 732,,,,
477,10-09-07 10:00:00  AM,39 549,33 681,,,,
478,10-09-07 11:00:00  AM,41 832,33 732,,,,
479,10-09-07 12:00:00  PM,44 537,37 465,,,,
480,10-09-07 01:00:00  PM,47 467,45 444,,,,
481,10-09-07 02:00:00  PM,49 561,50 047,,,,
482,10-09-07 03:00:00  PM,52 115,52 597,,,,
483,10-09-07 04:00:00  PM,54 300,50 445,,,,
484,10-09-07 05:00:00  PM,54 473,51 105,,,,
485,10-09-07 06:00:00  PM,51 764,50 356,,,,
486,10-09-07 07:00:00  PM,52 772,48 628,,,,
487,10-09-07 08:00:00  PM,50 797,45 534,,,,
488,10-09-07 09:00:00  PM,50 047,43 167,,,,
489,10-09-07 10:00:00  PM,48 983,41 601,,,,
490,10-09-07 11:00:00  PM,48 717,40 811,,,,
491,10-09-08 12:00:00  AM,48 004,40 579,,,,
492,10-09-08 01:00:00  AM,47 781,40 764,,,,
493,10-09-08 02:00:00  AM,47 467,40 998,,,,
494,10-09-08 03:00:00  AM,47 019,41 184,,,,
495,10-09-08 04:00:00  AM,46 346,41 043,,,,
496,10-09-08 05:00:00  AM,45 941,40 905,,,,
497,10-09-08 06:00:00  AM,45 896,40 764,,,,
498,10-09-08 07:00:00  AM,45 534,40 485,,,,
499,10-09-08 08:00:00  AM,45 579,40 438,,,,
500,10-09-08 09:00:00  AM,45 307,39 643,,,,
501,10-09-08 10:00:00  AM,45 986,39 078,,,,
502,10-09-08 11:00:00  AM,47 781,41 230,,,,
503,10-09-08 12:00:00  PM,49 116,46 751,,,,
504,10-09-08 01:00:00  PM,49 338,50 356,,,,
505,10-09-08 02:00:00  PM,49 028,52 378,,,,
506,10-09-08 03:00:00  PM,47 422,50 621,,,,
507,10-09-08 04:00:00  PM,44 991,48 315,,,,
508,10-09-08 05:00:00  PM,44 991,46 346,,,,
509,10-09-08 06:00:00  PM,45 354,45 941,,,,
510,10-09-08 07:00:00  PM,46 616,46 931,,,,
511,10-09-08 08:00:00  PM,44 355,44 627,,,,
512,10-09-08 09:00:00  PM,43 808,42 386,,,,
513,10-09-08 10:00:00  PM,43 671,41 693,,,,
514,10-09-08 11:00:00  PM,43 579,41 043,,,,
515,10-09-09 12:00:00  AM,42 939,39 924,,,,
516,10-09-09 01:00:00  AM,42 433,39 173,,,,
517,10-09-09 02:00:00  AM,41 554,38 464,,,,
518,10-09-09 03:00:00  AM,41 925,38 842,,,,
519,10-09-09 04:00:00  AM,41 693,38 322,,,,
520,10-09-09 05:00:00  AM,40 485,36 505,,,,
521,10-09-09 06:00:00  AM,41 137,36 120,,,,
522,10-09-09 07:00:00  AM,41 554,37 416,,,,
523,10-09-09 08:00:00  AM,40 905,37 609,,,,
524,10-09-09 09:00:00  AM,41 508,38 937,,,,
525,10-09-09 10:00:00  AM,42 247,40 579,,,,
526,10-09-09 11:00:00  AM,44 582,44 082,,,,
527,10-09-09 12:00:00  PM,45 082,48 672,,,,
528,10-09-09 01:00:00  PM,44 173,50 886,,,,
529,10-09-09 02:00:00  PM,44 263,48 938,,,,
530,10-09-09 03:00:00  PM,44 355,51 852,,,,
531,10-09-09 04:00:00  PM,43 259,48 938,,,,
532,10-09-09 05:00:00  PM,41 693,45 354,,,,
533,10-09-09 06:00:00  PM,42 247,46 256,,,,
534,10-09-09 07:00:00  PM,41 648,44 627,,,,
535,10-09-09 08:00:00  PM,41 554,43 030,,,,
536,10-09-09 09:00:00  PM,41 322,41 416,,,,
537,10-09-09 10:00:00  PM,40 858,40 298,,,,
538,10-09-09 11:00:00  PM,40 532,39 313,,,,
539,10-09-10 12:00:00  AM,40 158,38 511,,,,
540,10-09-10 01:00:00  AM,39 643,36 891,,,,
541,10-09-10 02:00:00  AM,38 889,35 443,,,,
542,10-09-10 03:00:00  AM,38 606,35 249,,,,
543,10-09-10 04:00:00  AM,37 369,34 371,,,,
544,10-09-10 05:00:00  AM,38 368,34 907,,,,
545,10-09-10 06:00:00  AM,37 989,36 025,,,,
546,10-09-10 07:00:00  AM,37 465,36 169,,,,
547,10-09-10 08:00:00  AM,37 369,36 698,,,,
548,10-09-10 09:00:00  AM,37 560,38 368,,,,
549,10-09-10 10:00:00  AM,38 131,41 137,,,,
550,10-09-10 11:00:00  AM,38 748,45 307,,,,
551,10-09-10 12:00:00  PM,39 173,47 467,,,,
552,10-09-10 01:00:00  PM,40 298,49 161,,,,
553,10-09-10 02:00:00  PM,39 736,46 571,,,,
554,10-09-10 03:00:00  PM,40 532,46 346,,,,
555,10-09-10 04:00:00  PM,38 842,45 806,,,,
556,10-09-10 05:00:00  PM,39 454,46 616,,,,
557,10-09-10 06:00:00  PM,39 970,45 896,,,,
558,10-09-10 07:00:00  PM,40 251,45 082,,,,
559,10-09-10 08:00:00  PM,40 392,44 037,,,,
560,10-09-10 09:00:00  PM,40 298,42 525,,,,
561,10-09-10 10:00:00  PM,39 596,41 416,,,,
562,10-09-10 11:00:00  PM,40 204,41 090,,,,
563,10-09-11 12:00:00  AM,39 736,40 998,,,,
564,10-09-11 01:00:00  AM,40 392,40 905,,,,
565,10-09-11 02:00:00  AM,40 719,41 043,,,,
566,10-09-11 03:00:00  AM,40 626,41 043,,,,
567,10-09-11 04:00:00  AM,40 204,40 251,,,,
568,10-09-11 05:00:00  AM,40 438,39 877,,,,
569,10-09-11 06:00:00  AM,40 905,40 579,,,,
570,10-09-11 07:00:00  AM,41 043,40 251,,,,
571,10-09-11 08:00:00  AM,41 043,40 858,,,,
572,10-09-11 09:00:00  AM,40 905,41 787,,,,
573,10-09-11 10:00:00  AM,41 554,44 674,,,,
574,10-09-11 11:00:00  AM,42 341,48 805,,,,
575,10-09-11 12:00:00  PM,43 167,50 709,,,,
576,10-09-11 01:00:00  PM,43 443,51 237,,,,
577,10-09-11 02:00:00  PM,46 256,54 995,,,,
578,10-09-11 03:00:00  PM,43 716,55 168,,,,
579,10-09-11 04:00:00  PM,45 669,55 213,,,,
580,10-09-11 05:00:00  PM,44 627,53 209,,,,
581,10-09-11 06:00:00  PM,45 714,53 121,,,,
582,10-09-11 07:00:00  PM,45 579,48 583,,,,
583,10-09-11 08:00:00  PM,44 901,46 841,,,,
584,10-09-11 09:00:00  PM,43 900,43 808,,,,
585,10-09-11 10:00:00  PM,41 648,41 925,,,,
586,10-09-11 11:00:00  PM,42 294,40 811,,,,
587,10-09-12 12:00:00  AM,40 719,38 842,,,,
588,10-09-12 01:00:00  AM,40 951,37 081,,,,
589,10-09-12 02:00:00  AM,39 924,36 410,,,,
590,10-09-12 03:00:00  AM,40 064,35 395,,,,
591,10-09-12 04:00:00  AM,37 846,35 249,,,,
592,10-09-12 05:00:00  AM,39 031,34 516,,,,
593,10-09-12 06:00:00  AM,38 464,34 371,,,,
594,10-09-12 07:00:00  AM,37 798,33 681,,,,
595,10-09-12 08:00:00  AM,38 606,33 386,,,,
596,10-09-12 09:00:00  AM,39 690,35 200,,,,
597,10-09-12 10:00:00  AM,39 877,38 415,,,,
598,10-09-12 11:00:00  AM,39 643,38 842,,,,
599,10-09-12 12:00:00  PM,41 090,39 549,,,,
600,10-09-12 01:00:00  PM,43 624,45 986,,,,
601,10-09-12 02:00:00  PM,43 945,48 137,,,,
602,10-09-12 03:00:00  PM,46 256,50 135,,,,
603,10-09-12 04:00:00  PM,46 706,51 105,,,,
604,10-09-12 05:00:00  PM,46 256,50 400,,,,
605,10-09-12 06:00:00  PM,47 959,50 135,,,,
606,10-09-12 07:00:00  PM,46 974,48 360,,,,
607,10-09-12 08:00:00  PM,45 172,44 901,,,,
608,10-09-12 09:00:00  PM,44 627,41 322,,,,
609,10-09-12 10:00:00  PM,43 671,39 454,,,,
610,10-09-12 11:00:00  PM,43 808,37 942,,,,
611,10-09-13 12:00:00  AM,43 396,36 025,,,,
612,10-09-13 01:00:00  AM,43 443,36 505,,,,
613,10-09-13 02:00:00  AM,41 740,34 810,,,,
614,10-09-13 03:00:00  AM,41 970,33 386,,,,
615,10-09-13 04:00:00  AM,41 832,33 879,,,,
616,10-09-13 05:00:00  AM,41 416,33 780,,,,
617,10-09-13 06:00:00  AM,40 438,33 534,,,,
618,10-09-13 07:00:00  AM,39 830,33 287,,,,
619,10-09-13 08:00:00  AM,39 877,33 138,,,,
620,10-09-13 09:00:00  AM,39 970,32 990,,,,
621,10-09-13 10:00:00  AM,40 998,32 940,,,,
622,10-09-13 11:00:00  AM,40 392,32 891,,,,
623,10-09-13 12:00:00  PM,44 082,32 891,,,,
624,10-09-13 01:00:00  PM,45 806,32 990,,,,
625,10-09-13 02:00:00  PM,46 301,38 700,,,,
626,10-09-13 03:00:00  PM,48 360,44 809,,,,
627,10-09-13 04:00:00  PM,49 604,44 355,,,,
628,10-09-13 05:00:00  PM,51 148,44 901,,,,
629,10-09-13 06:00:00  PM,51 325,48 227,,,,
630,10-09-13 07:00:00  PM,50 356,46 526,,,,
631,10-09-13 08:00:00  PM,49 294,43 306,,,,
632,10-09-13 09:00:00  PM,45 172,37 416,,,,
633,10-09-13 10:00:00  PM,45 534,35 685,,,,
634,10-09-13 11:00:00  PM,44 719,34 615,,,,
635,10-09-14 12:00:00  AM,44 037,33 978,,,,
636,10-09-14 01:00:00  AM,44 127,33 534,,,,
637,10-09-14 02:00:00  AM,43 716,33 138,,,,
638,10-09-14 03:00:00  AM,43 259,32 841,,,,
639,10-09-14 04:00:00  AM,41 832,32 592,,,,
640,10-09-14 05:00:00  AM,43 351,32 491,,,,
641,10-09-14 06:00:00  AM,42 433,32 542,,,,
642,10-09-14 07:00:00  AM,42 247,32 592,,,,
643,10-09-14 08:00:00  AM,41 787,32 641,,,,
644,10-09-14 09:00:00  AM,42 616,32 691,,,,
645,10-09-14 10:00:00  AM,41 970,32 790,,,,
646,10-09-14 11:00:00  AM,42 247,32 841,,,,
647,10-09-14 12:00:00  PM,44 082,32 940,,,,
648,10-09-14 01:00:00  PM,45 669,35 443,,,,
649,10-09-14 02:00:00  PM,47 914,42 341,,,,
650,10-09-14 03:00:00  PM,50 841,45 986,,,,
651,10-09-14 04:00:00  PM,51 678,45 851,,,,
652,10-09-14 05:00:00  PM,51 678,47 334,,,,
653,10-09-14 06:00:00  PM,51 895,48 049,,,,
654,10-09-14 07:00:00  PM,50 886,46 886,,,,
655,10-09-14 08:00:00  PM,49 471,43 990,,,,
656,10-09-14 09:00:00  PM,48 272,41 230,,,,
657,10-09-14 10:00:00  PM,47 691,39 220,,,,
658,10-09-14 11:00:00  PM,47 244,37 798,,,,
659,10-09-15 12:00:00  AM,46 661,35 928,,,,
660,10-09-15 01:00:00  AM,45 714,34 713,,,,
661,10-09-15 02:00:00  AM,44 764,34 419,,,,
662,10-09-15 03:00:00  AM,44 218,33 237,,,,
663,10-09-15 04:00:00  AM,44 082,33 831,,,,
664,10-09-15 05:00:00  AM,44 037,33 732,,,,
665,10-09-15 06:00:00  AM,41 463,33 485,,,,
666,10-09-15 07:00:00  AM,41 787,33 188,,,,
667,10-09-15 08:00:00  AM,42 984,32 940,,,,
668,10-09-15 09:00:00  AM,41 787,32 790,,,,
669,10-09-15 10:00:00  AM,42 433,32 790,,,,
670,10-09-15 11:00:00  AM,42 386,32 742,,,,
671,10-09-15 12:00:00  PM,45 354,32 790,,,,
672,10-09-15 01:00:00  PM,46 751,32 940,,,,
673,10-09-15 02:00:00  PM,49 161,40 251,,,,
674,10-09-15 03:00:00  PM,51 062,44 082,,,,
675,10-09-15 04:00:00  PM,52 335,43 534,,,,
676,10-09-15 05:00:00  PM,52 992,43 396,,,,
677,10-09-15 06:00:00  PM,53 121,45 354,,,,
678,10-09-15 07:00:00  PM,52 466,45 262,,,,
679,10-09-15 08:00:00  PM,51 062,42 892,,,,
680,10-09-15 09:00:00  PM,48 628,38 653,,,,
681,10-09-15 10:00:00  PM,49 249,35 443,,,,
682,10-09-15 11:00:00  PM,48 628,34 320,,,,
683,10-09-16 12:00:00  AM,48 315,33 435,,,,
684,10-09-16 01:00:00  AM,48 272,33 188,,,,
685,10-09-16 02:00:00  AM,47 377,33 534,,,,
686,10-09-16 03:00:00  AM,45 669,33 534,,,,
687,10-09-16 04:00:00  AM,46 481,33 336,,,,
688,10-09-16 05:00:00  AM,45 262,33 089,,,,
689,10-09-16 06:00:00  AM,43 808,32 940,,,,
690,10-09-16 07:00:00  AM,44 719,32 891,,,,
691,10-09-16 08:00:00  AM,43 808,32 841,,,,
692,10-09-16 09:00:00  AM,43 259,32 790,,,,
693,10-09-16 10:00:00  AM,43 945,32 790,,,,
694,10-09-16 11:00:00  AM,43 259,32 790,,,,
695,10-09-16 12:00:00  PM,45 669,32 891,,,,
696,10-09-16 01:00:00  PM,48 450,33 386,,,,
697,10-09-16 02:00:00  PM,50 092,42 847,,,,
698,10-09-16 03:00:00  PM,53 253,46 886,,,,
699,10-09-16 04:00:00  PM,53 865,45 217,,,,
700,10-09-16 05:00:00  PM,53 994,44 991,,,,
701,10-09-16 06:00:00  PM,54 387,46 571,,,,
702,10-09-16 07:00:00  PM,53 559,45 896,,,,
703,10-09-16 08:00:00  PM,51 721,42 616,,,,
704,10-09-16 09:00:00  PM,49 561,37 465,,,,
705,10-09-16 10:00:00  PM,49 204,34 907,,,,
706,10-09-16 11:00:00  PM,48 450,34 664,,,,
707,10-09-17 12:00:00  AM,48 493,34 516,,,,
708,10-09-17 01:00:00  AM,48 004,34 223,,,,
709,10-09-17 02:00:00  AM,47 109,33 978,,,,
710,10-09-17 03:00:00  AM,46 616,34 516,,,,
711,10-09-17 04:00:00  AM,46 211,35 055,,,,
712,10-09-17 05:00:00  AM,46 301,35 152,,,,
713,10-09-17 06:00:00  AM,46 256,35 200,,,,
714,10-09-17 07:00:00  AM,46 661,35 346,,,,
715,10-09-17 08:00:00  AM,47 064,34 957,,,,
716,10-09-17 09:00:00  AM,47 914,36 410,,,,
717,10-09-17 10:00:00  AM,48 493,38 037,,,,
718,10-09-17 11:00:00  AM,49 116,40 485,,,,
719,10-09-17 12:00:00  PM,52 423,42 800,,,,
720,10-09-17 01:00:00  PM,53 994,47 602,,,,
721,10-09-17 02:00:00  PM,54 691,52 335,,,,
722,10-09-17 03:00:00  PM,54 604,53 865,,,,
723,10-09-17 04:00:00  PM,55 081,54 648,,,,
724,10-09-17 05:00:00  PM,53 035,52 378,,,,
725,10-09-17 06:00:00  PM,55 125,51 458,,,,
726,10-09-17 07:00:00  PM,53 427,49 249,,,,
727,10-09-17 08:00:00  PM,49 161,43 900,,,,
728,10-09-17 09:00:00  PM,47 914,38 795,,,,
729,10-09-17 10:00:00  PM,46 706,36 169,,,,
730,10-09-17 11:00:00  PM,45 624,34 761,,,,
731,10-09-18 12:00:00  AM,45 399,34 419,,,,
732,10-09-18 01:00:00  AM,45 127,34 124,,,,
733,10-09-18 02:00:00  AM,45 896,34 075,,,,
734,10-09-18 03:00:00  AM,44 991,34 174,,,,
735,10-09-18 04:00:00  AM,44 445,34 516,,,,
736,10-09-18 05:00:00  AM,44 809,35 492,,,,
737,10-09-18 06:00:00  AM,43 306,35 782,,,,
738,10-09-18 07:00:00  AM,42 109,35 589,,,,
739,10-09-18 08:00:00  AM,41 277,35 346,,,,
740,10-09-18 09:00:00  AM,40 626,35 200,,,,
741,10-09-18 10:00:00  AM,40 532,35 879,,,,
742,10-09-18 11:00:00  AM,41 322,35 492,,,,
743,10-09-18 12:00:00  PM,43 990,37 035,,,,
744,10-09-18 01:00:00  PM,45 714,40 626,,,,
745,10-09-18 02:00:00  PM,46 751,43 671,,,,
746,10-09-18 03:00:00  PM,46 751,44 674,,,,
747,10-09-18 04:00:00  PM,46 974,44 946,,,,
748,10-09-18 05:00:00  PM,46 886,44 355,,,,
749,10-09-18 06:00:00  PM,46 256,43 306,,,,
750,10-09-18 07:00:00  PM,43 396,40 017,,,,
751,10-09-18 08:00:00  PM,42 017,38 084,,,,
752,10-09-18 09:00:00  PM,41 230,36 120,,,,
753,10-09-18 10:00:00  PM,39 830,34 907,,,,
754,10-09-18 11:00:00  PM,36 795,33 485,,,,
755,10-09-19 12:00:00  AM,35 200,32 142,,,,
756,10-09-19 01:00:00  AM,34 272,32 491,,,,
757,10-09-19 02:00:00  AM,33 928,32 342,,,,
758,10-09-19 03:00:00  AM,32 742,31 993,,,,
759,10-09-19 04:00:00  AM,31 842,31 791,,,,
760,10-09-19 05:00:00  AM,31 591,31 390,,,,
761,10-09-19 06:00:00  AM,30 580,30 987,,,,
762,10-09-19 07:00:00  AM,30 376,30 682,,,,
763,10-09-19 08:00:00  AM,29 764,30 376,,,,
764,10-09-19 09:00:00  AM,30 783,30 326,,,,
765,10-09-19 10:00:00  AM,30 834,30 276,,,,
766,10-09-19 11:00:00  AM,31 743,30 326,,,,
767,10-09-19 12:00:00  PM,33 534,30 376,,,,
768,10-09-19 01:00:00  PM,36 505,31 541,,,,
769,10-09-19 02:00:00  PM,37 846,31 942,,,,
770,10-09-19 03:00:00  PM,39 313,32 293,,,,
771,10-09-19 04:00:00  PM,41 184,32 243,,,,
772,10-09-19 05:00:00  PM,41 416,32 592,,,,
773,10-09-19 06:00:00  PM,41 601,33 089,,,,
774,10-09-19 07:00:00  PM,41 043,32 990,,,,
775,10-09-19 08:00:00  PM,37 942,32 542,,,,
776,10-09-19 09:00:00  PM,35 879,32 193,,,,
777,10-09-19 10:00:00  PM,35 200,31 791,,,,
778,10-09-19 11:00:00  PM,34 174,31 339,,,,
779,10-09-20 12:00:00  AM,32 990,30 733,,,,
780,10-09-20 01:00:00  AM,33 681,30 225,,,,
781,10-09-20 02:00:00  AM,33 485,29 559,,,,
782,10-09-20 03:00:00  AM,33 780,29 149,,,,
783,10-09-20 04:00:00  AM,31 791,28 735,,,,
784,10-09-20 05:00:00  AM,29 764,28 269,,,,
785,10-09-20 06:00:00  AM,32 193,28 476,,,,
786,10-09-20 07:00:00  AM,30 529,27 799,,,,
787,10-09-20 08:00:00  AM,31 239,27 747,,,,
788,10-09-20 09:00:00  AM,29 970,27 642,,,,
789,10-09-20 10:00:00  AM,31 188,27 851,,,,
790,10-09-20 11:00:00  AM,31 942,27 694,,,,
791,10-09-20 12:00:00  PM,34 761,28 008,,,,
792,10-09-20 01:00:00  PM,38 273,30 479,,,,
793,10-09-20 02:00:00  PM,40 905,31 642,,,,
794,10-09-20 03:00:00  PM,43 396,32 142,,,,
795,10-09-20 04:00:00  PM,45 127,32 193,,,,
796,10-09-20 05:00:00  PM,46 706,32 542,,,,
797,10-09-20 06:00:00  PM,46 616,33 534,,,,
798,10-09-20 07:00:00  PM,45 444,33 039,,,,
799,10-09-20 08:00:00  PM,41 508,31 993,,,,
800,10-09-20 09:00:00  PM,40 951,31 942,,,,
801,10-09-20 10:00:00  PM,40 111,31 791,,,,
802,10-09-20 11:00:00  PM,38 511,31 491,,,,
803,10-09-21 12:00:00  AM,37 989,31 188,,,,
804,10-09-21 01:00:00  AM,37 942,30 580,,,,
805,10-09-21 02:00:00  AM,37 179,30 173,,,,
806,10-09-21 03:00:00  AM,36 505,29 867,,,,
807,10-09-21 04:00:00  AM,36 072,29 354,,,,
808,10-09-21 05:00:00  AM,35 395,28 891,,,,
809,10-09-21 06:00:00  AM,35 152,28 942,,,,
810,10-09-21 07:00:00  AM,34 858,29 046,,,,
811,10-09-21 08:00:00  AM,35 200,29 251,,,,
812,10-09-21 09:00:00  AM,35 443,29 611,,,,
813,10-09-21 10:00:00  AM,35 928,29 867,,,,
814,10-09-21 11:00:00  AM,36 698,29 970,,,,
815,10-09-21 12:00:00  PM,39 549,29 867,,,,
816,10-09-21 01:00:00  PM,42 156,31 390,,,,
817,10-09-21 02:00:00  PM,43 990,32 092,,,,
818,10-09-21 03:00:00  PM,46 166,33 336,,,,
819,10-09-21 04:00:00  PM,47 064,32 990,,,,
820,10-09-21 05:00:00  PM,46 571,33 780,,,,
821,10-09-21 06:00:00  PM,44 173,34 371,,,,
822,10-09-21 07:00:00  PM,43 030,33 681,,,,
823,10-09-21 08:00:00  PM,39 267,32 193,,,,
824,10-09-21 09:00:00  PM,37 846,31 942,,,,
825,10-09-21 10:00:00  PM,37 560,32 142,,,,
826,10-09-21 11:00:00  PM,37 035,32 092,,,,
827,10-09-22 12:00:00  AM,36 554,32 142,,,,
828,10-09-22 01:00:00  AM,36 217,32 193,,,,
829,10-09-22 02:00:00  AM,35 782,32 092,,,,
830,10-09-22 03:00:00  AM,35 638,32 043,,,,
831,10-09-22 04:00:00  AM,35 541,32 043,,,,
832,10-09-22 05:00:00  AM,35 152,31 993,,,,
833,10-09-22 06:00:00  AM,35 152,31 942,,,,
834,10-09-22 07:00:00  AM,34 664,31 892,,,,
835,10-09-22 08:00:00  AM,33 978,31 791,,,,
836,10-09-22 09:00:00  AM,34 615,31 743,,,,
837,10-09-22 10:00:00  AM,35 830,31 993,,,,
838,10-09-22 11:00:00  AM,36 505,31 842,,,,
839,10-09-22 12:00:00  PM,39 031,31 842,,,,
840,10-09-22 01:00:00  PM,40 951,32 043,,,,
841,10-09-22 02:00:00  PM,41 601,33 089,,,,
842,10-09-22 03:00:00  PM,43 624,37 035,,,,
843,10-09-22 04:00:00  PM,44 173,37 274,,,,
844,10-09-22 05:00:00  PM,42 939,38 464,,,,
845,10-09-22 06:00:00  PM,41 322,38 700,,,,
846,10-09-22 07:00:00  PM,39 360,36 891,,,,
847,10-09-22 08:00:00  PM,38 037,34 272,,,,
848,10-09-22 09:00:00  PM,37 702,33 584,,,,
849,10-09-22 10:00:00  PM,36 505,31 791,,,,
850,10-09-22 11:00:00  PM,35 103,30 783,,,,
851,10-09-23 12:00:00  AM,35 249,32 043,,,,
852,10-09-23 01:00:00  AM,35 346,31 993,,,,
853,10-09-23 02:00:00  AM,36 120,32 193,,,,
854,10-09-23 03:00:00  AM,34 957,32 043,,,,
855,10-09-23 04:00:00  AM,33 928,31 892,,,,
856,10-09-23 05:00:00  AM,34 027,31 892,,,,
857,10-09-23 06:00:00  AM,33 978,31 892,,,,
858,10-09-23 07:00:00  AM,33 237,31 892,,,,
859,10-09-23 08:00:00  AM,28 476,31 791,,,,
860,10-09-23 09:00:00  AM,29 457,31 942,,,,
861,10-09-23 10:00:00  AM,28 580,32 043,,,,
862,10-09-23 11:00:00  AM,29 304,32 491,,,,
863,10-09-23 12:00:00  PM,30 632,34 713,,,,
864,10-09-23 01:00:00  PM,30 276,38 322,,,,
865,10-09-23 02:00:00  PM,29 970,38 131,,,,
866,10-09-23 03:00:00  PM,30 682,39 407,,,,
867,10-09-23 04:00:00  PM,30 326,37 274,,,,
868,10-09-23 05:00:00  PM,30 173,35 249,,,,
869,10-09-23 06:00:00  PM,29 714,34 468,,,,
870,10-09-23 07:00:00  PM,29 251,34 075,,,,
871,10-09-23 08:00:00  PM,29 149,33 732,,,,
872,10-09-23 09:00:00  PM,28 839,33 435,,,,
873,10-09-23 10:00:00  PM,28 425,33 287,,,,
874,10-09-23 11:00:00  PM,28 321,33 188,,,,
875,10-09-24 12:00:00  AM,28 112,33 188,,,,
876,10-09-24 01:00:00  AM,28 112,33 188,,,,
877,10-09-24 02:00:00  AM,27 747,33 188,,,,
878,10-09-24 03:00:00  AM,27 694,33 188,,,,
879,10-09-24 04:00:00  AM,27 799,33 188,,,,
880,10-09-24 05:00:00  AM,27 799,33 188,,,,
881,10-09-24 06:00:00  AM,27 799,33 188,,,,
882,10-09-24 07:00:00  AM,27 642,33 237,,,,
883,10-09-24 08:00:00  AM,27 590,33 237,,,,
884,10-09-24 09:00:00  AM,28 321,33 237,,,,
885,10-09-24 10:00:00  AM,28 528,33 287,,,,
886,10-09-24 11:00:00  AM,28 164,33 287,,,,
887,10-09-24 12:00:00  PM,28 476,33 287,,,,
888,10-09-24 01:00:00  PM,29 097,33 287,,,,
889,10-09-24 02:00:00  PM,29 867,33 287,,,,
890,10-09-24 03:00:00  PM,30 123,33 287,,,,
891,10-09-24 04:00:00  PM,32 043,33 386,,,,
892,10-09-24 05:00:00  PM,31 791,33 386,,,,
893,10-09-24 06:00:00  PM,31 692,33 386,,,,
894,10-09-24 07:00:00  PM,34 174,33 485,,,,
895,10-09-24 08:00:00  PM,35 443,33 681,,,,
896,10-09-24 09:00:00  PM,36 217,33 681,,,,
897,10-09-24 10:00:00  PM,36 120,33 681,,,,
898,10-09-24 11:00:00  PM,35 928,33 681,,,,
899,10-09-25 12:00:00  AM,35 298,33 584,,,,
900,10-09-25 01:00:00  AM,36 266,33 435,,,,
901,10-09-25 02:00:00  AM,35 733,33 386,,,,
902,10-09-25 03:00:00  AM,35 346,33 435,,,,
903,10-09-25 04:00:00  AM,34 419,33 386,,,,
904,10-09-25 05:00:00  AM,36 120,33 386,,,,
905,10-09-25 06:00:00  AM,36 313,33 386,,,,
906,10-09-25 07:00:00  AM,36 459,33 386,,,,
907,10-09-25 08:00:00  AM,37 465,33 386,,,,
908,10-09-25 09:00:00  AM,35 782,33 386,,,,
909,10-09-25 10:00:00  AM,36 698,33 386,,,,
910,10-09-25 11:00:00  AM,38 653,33 386,,,,
911,10-09-25 12:00:00  PM,38 511,33 435,,,,
912,10-09-25 01:00:00  PM,40 438,33 485,,,,
913,10-09-25 02:00:00  PM,42 847,33 534,,,,
914,10-09-25 03:00:00  PM,40 345,33 584,,,,
915,10-09-25 04:00:00  PM,38 368,33 633,,,,
916,10-09-25 05:00:00  PM,39 643,33 633,,,,
917,10-09-25 06:00:00  PM,40 392,33 633,,,,
918,10-09-25 07:00:00  PM,40 251,33 879,,,,
919,10-09-25 08:00:00  PM,39 783,33 928,,,,
920,10-09-25 09:00:00  PM,39 970,34 075,,,,
921,10-09-25 10:00:00  PM,39 549,34 075,,,,
922,10-09-25 11:00:00  PM,39 549,34 223,,,,
923,10-09-26 12:00:00  AM,37 893,34 615,,,,
924,10-09-26 01:00:00  AM,37 656,35 006,,,,
925,10-09-26 02:00:00  AM,36 505,35 055,,,,
926,10-09-26 03:00:00  AM,35 492,33 780,,,,
927,10-09-26 04:00:00  AM,34 371,33 089,,,,
928,10-09-26 05:00:00  AM,34 419,32 940,,,,
929,10-09-26 06:00:00  AM,35 298,32 790,,,,
930,10-09-26 07:00:00  AM,35 103,32 742,,,,
931,10-09-26 08:00:00  AM,34 810,32 691,,,,
932,10-09-26 09:00:00  AM,35 830,32 742,,,,
933,10-09-26 10:00:00  AM,35 249,32 742,,,,
934,10-09-26 11:00:00  AM,36 651,32 742,,,,
935,10-09-26 12:00:00  PM,36 939,32 790,,,,
936,10-09-26 01:00:00  PM,39 924,33 287,,,,
937,10-09-26 02:00:00  PM,39 220,36 505,,,,
938,10-09-26 03:00:00  PM,42 017,37 942,,,,
939,10-09-26 04:00:00  PM,43 075,37 225,,,,
940,10-09-26 05:00:00  PM,42 017,39 220,,,,
941,10-09-26 06:00:00  PM,43 214,42 663,,,,
942,10-09-26 07:00:00  PM,40 017,39 454,,,,
943,10-09-26 08:00:00  PM,37 656,36 217,,,,
944,10-09-26 09:00:00  PM,37 225,34 320,,,,
945,10-09-26 10:00:00  PM,37 846,34 371,,,,
946,10-09-26 11:00:00  PM,37 130,34 174,,,,
947,10-09-27 12:00:00  AM,37 513,34 075,,,,
948,10-09-27 01:00:00  AM,37 130,34 320,,,,
949,10-09-27 02:00:00  AM,36 986,34 320,,,,
950,10-09-27 03:00:00  AM,37 130,34 713,,,,
951,10-09-27 04:00:00  AM,36 120,34 664,,,,
