"Plot Title: 9724974"
"#","Date","Time, GMT-07:00","Temp, °C (LGR S/N: 9724974, SEN S/N: 9724974)","Temp, °C (LGR S/N: 9724974, SEN S/N: 9724974)","Coupler Detached (LGR S/N: 9724974, SEN S/N: 9724974)","Coupler Attached (LGR S/N: 9724974, SEN S/N: 9724974)","Host Connected (LGR S/N: 9724974, SEN S/N: 9724974)","End Of File (LGR S/N: 9724974, SEN S/N: 9724974)"
6232,05/05/11,05:00:00 AM,-2.189,-2.160,,,,
6233,05/05/11,06:00:00 AM,-1.929,-2.218,,,,
6234,05/05/11,07:00:00 AM,-1.986,-2.276,,,,
6235,05/05/11,08:00:00 AM,-1.498,-2.305,,,,
6236,05/05/11,09:00:00 AM,-0.227,-2.334,,,,
6237,05/05/11,10:00:00 AM,0.495,-2.334,,,,
6238,05/05/11,11:00:00 AM,1.425,-2.334,,,,
6239,05/05/11,12:00:00 PM,2.770,-2.276,,,,
6240,05/05/11,01:00:00 PM,2.930,-2.218,,,,
6241,05/05/11,02:00:00 PM,3.195,-2.131,,,,
6242,05/05/11,03:00:00 PM,4.272,-2.044,,,,
6243,05/05/11,04:00:00 PM,4.194,-1.929,,,,
6244,05/05/11,05:00:00 PM,3.880,-1.814,,,,
6245,05/05/11,06:00:00 PM,2.956,-1.670,,,,
6246,05/05/11,07:00:00 PM,3.142,-1.584,,,,
6247,05/05/11,08:00:00 PM,1.507,-1.498,,,,
6248,05/05/11,09:00:00 PM,1.044,-1.413,,,,
6249,05/05/11,10:00:00 PM,0.934,-1.384,,,,
6250,05/05/11,11:00:00 PM,1.044,-1.356,,,,
6251,05/06/11,12:00:00 AM,0.605,-1.327,,,,
6252,05/06/11,01:00:00 AM,0.495,-1.299,,,,
6253,05/06/11,02:00:00 AM,0.687,-1.299,,,,
6254,05/06/11,03:00:00 AM,0.467,-1.299,,,,
6255,05/06/11,04:00:00 AM,0.495,-1.299,,,,
6256,05/06/11,05:00:00 AM,0.495,-1.299,,,,
6257,05/06/11,06:00:00 AM,0.467,-1.299,,,,
6258,05/06/11,07:00:00 AM,0.246,-1.327,,,,
6259,05/06/11,08:00:00 AM,0.439,-1.327,,,,
6260,05/06/11,09:00:00 AM,0.825,-1.299,,,,
6261,05/06/11,10:00:00 AM,1.778,-1.270,,,,
6262,05/06/11,11:00:00 AM,2.930,-1.242,,,,
6263,05/06/11,12:00:00 PM,3.009,-1.185,,,,
6264,05/06/11,01:00:00 PM,3.406,-1.157,,,,
6265,05/06/11,02:00:00 PM,4.454,-1.100,,,,
6266,05/06/11,03:00:00 PM,4.324,-1.043,,,,
6267,05/06/11,04:00:00 PM,4.844,-0.958,,,,
6268,05/06/11,05:00:00 PM,5.565,-0.845,,,,
6269,05/06/11,06:00:00 PM,4.480,-0.535,,,,
6270,05/06/11,07:00:00 PM,3.301,-0.171,,,,
6271,05/06/11,08:00:00 PM,2.557,-0.116,,,,
6272,05/06/11,09:00:00 PM,1.940,-0.060,,,,
6273,05/06/11,10:00:00 PM,1.643,-0.060,,,,
6274,05/06/11,11:00:00 PM,1.289,-0.060,,,,
6275,05/07/11,12:00:00 AM,1.071,-0.060,,,,
6276,05/07/11,01:00:00 AM,0.742,-0.032,,,,
6277,05/07/11,02:00:00 AM,0.273,-0.032,,,,
6278,05/07/11,03:00:00 AM,0.329,-0.032,,,,
6279,05/07/11,04:00:00 AM,-0.535,-0.032,,,,
6280,05/07/11,05:00:00 AM,0.051,-0.032,,,,
6281,05/07/11,06:00:00 AM,0.218,-0.032,,,,
6282,05/07/11,07:00:00 AM,0.384,-0.032,,,,
6283,05/07/11,08:00:00 AM,0.660,-0.032,,,,
6284,05/07/11,09:00:00 AM,1.017,-0.032,,,,
6285,05/07/11,10:00:00 AM,2.744,-0.032,,,,
6286,05/07/11,11:00:00 AM,3.142,-0.032,,,,
6287,05/07/11,12:00:00 PM,3.643,-0.060,,,,
6288,05/07/11,01:00:00 PM,4.272,-0.060,,,,
6289,05/07/11,02:00:00 PM,5.591,-0.060,,,,
6290,05/07/11,03:00:00 PM,6.128,-0.060,,,,
6291,05/07/11,04:00:00 PM,6.255,-0.060,,,,
6292,05/07/11,05:00:00 PM,6.306,-0.004,,,,
6293,05/07/11,06:00:00 PM,5.949,0.024,,,,
6294,05/07/11,07:00:00 PM,5.693,0.024,,,,
6295,05/07/11,08:00:00 PM,4.895,0.024,,,,
6296,05/07/11,09:00:00 PM,3.617,0.024,,,,
6297,05/07/11,10:00:00 PM,1.534,0.024,,,,
6298,05/07/11,11:00:00 PM,1.344,0.024,,,,
6299,05/08/11,12:00:00 AM,0.495,0.024,,,,
6300,05/08/11,01:00:00 AM,-0.339,0.024,,,,
6301,05/08/11,02:00:00 AM,-0.732,0.024,,,,
6302,05/08/11,03:00:00 AM,-0.395,0.024,,,,
6303,05/08/11,04:00:00 AM,-0.451,0.024,,,,
6304,05/08/11,05:00:00 AM,-1.015,0.024,,,,
6305,05/08/11,06:00:00 AM,-1.242,0.024,,,,
6306,05/08/11,07:00:00 AM,-0.845,0.024,,,,
6307,05/08/11,08:00:00 AM,-0.395,0.024,,,,
6308,05/08/11,09:00:00 AM,1.262,0.024,,,,
6309,05/08/11,10:00:00 AM,1.262,0.024,,,,
6310,05/08/11,11:00:00 AM,2.850,0.024,,,,
6311,05/08/11,12:00:00 PM,3.854,0.024,,,,
6312,05/08/11,01:00:00 PM,3.827,0.024,,,,
6313,05/08/11,02:00:00 PM,4.141,0.024,,,,
6314,05/08/11,03:00:00 PM,5.128,0.024,,,,
6315,05/08/11,04:00:00 PM,5.745,0.024,,,,
6316,05/08/11,05:00:00 PM,5.179,0.024,,,,
6317,05/08/11,06:00:00 PM,3.221,0.024,,,,
6318,05/08/11,07:00:00 PM,3.985,0.024,,,,
6319,05/08/11,08:00:00 PM,3.142,0.024,,,,
6320,05/08/11,09:00:00 PM,1.670,0.024,,,,
6321,05/08/11,10:00:00 PM,0.660,0.024,,,,
6322,05/08/11,11:00:00 PM,0.439,0.024,,,,
6323,05/09/11,12:00:00 AM,0.135,0.024,,,,
6324,05/09/11,01:00:00 AM,-0.060,0.024,,,,
6325,05/09/11,02:00:00 AM,-0.789,0.024,,,,
6326,05/09/11,03:00:00 AM,-1.356,0.024,,,,
6327,05/09/11,04:00:00 AM,-1.986,0.024,,,,
6328,05/09/11,05:00:00 AM,-2.247,0.024,,,,
6329,05/09/11,06:00:00 AM,-2.683,0.024,,,,
6330,05/09/11,07:00:00 AM,-2.508,0.024,,,,
6331,05/09/11,08:00:00 AM,-1.699,0.024,,,,
6332,05/09/11,09:00:00 AM,-1.015,0.024,,,,
6333,05/09/11,10:00:00 AM,-0.199,0.024,,,,
6334,05/09/11,11:00:00 AM,0.715,0.024,,,,
6335,05/09/11,12:00:00 PM,1.697,0.024,,,,
6336,05/09/11,01:00:00 PM,1.724,0.024,,,,
6337,05/09/11,02:00:00 PM,1.507,0.024,,,,
6338,05/09/11,03:00:00 PM,2.343,0.024,,,,
6339,05/09/11,04:00:00 PM,2.557,0.024,,,,
6340,05/09/11,05:00:00 PM,1.805,0.024,,,,
6341,05/09/11,06:00:00 PM,1.724,0.024,,,,
6342,05/09/11,07:00:00 PM,2.289,0.024,,,,
6343,05/09/11,08:00:00 PM,0.852,0.024,,,,
6344,05/09/11,09:00:00 PM,-0.199,0.024,,,,
6345,05/09/11,10:00:00 PM,-0.620,0.024,,,,
6346,05/09/11,11:00:00 PM,-1.270,0.024,,,,
6347,05/10/11,12:00:00 AM,-1.699,0.024,,,,
6348,05/10/11,01:00:00 AM,-2.044,0.024,,,,
6349,05/10/11,02:00:00 AM,-2.654,0.024,,,,
6350,05/10/11,03:00:00 AM,-3.035,0.024,,,,
6351,05/10/11,04:00:00 AM,-1.785,0.024,,,,
6352,05/10/11,05:00:00 AM,-1.958,0.024,,,,
6353,05/10/11,06:00:00 AM,-1.842,0.024,,,,
6354,05/10/11,07:00:00 AM,-2.625,0.024,,,,
6355,05/10/11,08:00:00 AM,-0.845,0.024,,,,
6356,05/10/11,09:00:00 AM,-1.498,0.024,,,,
6357,05/10/11,10:00:00 AM,-2.160,0.024,,,,
6358,05/10/11,11:00:00 AM,-1.699,0.024,,,,
6359,05/10/11,12:00:00 PM,-0.986,0.024,,,,
6360,05/10/11,01:00:00 PM,-0.143,0.024,,,,
6361,05/10/11,02:00:00 PM,-0.507,0.024,,,,
6362,05/10/11,03:00:00 PM,-0.116,0.024,,,,
6363,05/10/11,04:00:00 PM,0.190,0.024,,,,
6364,05/10/11,05:00:00 PM,0.715,0.024,,,,
6365,05/10/11,06:00:00 PM,0.439,0.024,,,,
6366,05/10/11,07:00:00 PM,0.024,0.024,,,,
6367,05/10/11,08:00:00 PM,-0.676,0.024,,,,
6368,05/10/11,09:00:00 PM,-0.789,0.024,,,,
6369,05/10/11,10:00:00 PM,-1.100,0.024,,,,
6370,05/10/11,11:00:00 PM,-1.100,0.024,,,,
6371,05/11/11,12:00:00 AM,-1.498,0.024,,,,
6372,05/11/11,01:00:00 AM,-1.814,0.024,,,,
6373,05/11/11,02:00:00 AM,-2.044,0.024,,,,
6374,05/11/11,03:00:00 AM,-2.421,0.024,,,,
6375,05/11/11,04:00:00 AM,-2.508,0.024,,,,
6376,05/11/11,05:00:00 AM,-2.508,0.024,,,,
6377,05/11/11,06:00:00 AM,-3.360,0.024,,,,
6378,05/11/11,07:00:00 AM,-2.976,0.024,,,,
6379,05/11/11,08:00:00 AM,-1.584,0.024,,,,
6380,05/11/11,09:00:00 AM,-1.556,0.024,,,,
6381,05/11/11,10:00:00 AM,-1.242,0.024,,,,
6382,05/11/11,11:00:00 AM,-0.451,0.024,,,,
6383,05/11/11,12:00:00 PM,0.632,0.024,,,,
6384,05/11/11,01:00:00 PM,0.550,0.024,,,,
6385,05/11/11,02:00:00 PM,1.724,0.024,,,,
6386,05/11/11,03:00:00 PM,1.344,0.024,,,,
6387,05/11/11,04:00:00 PM,3.063,0.024,,,,
6388,05/11/11,05:00:00 PM,1.289,0.024,,,,
6389,05/11/11,06:00:00 PM,1.071,0.024,,,,
6390,05/11/11,07:00:00 PM,0.412,0.024,,,,
6391,05/11/11,08:00:00 PM,0.190,0.024,,,,
6392,05/11/11,09:00:00 PM,0.163,0.024,,,,
6393,05/11/11,10:00:00 PM,-0.227,0.024,,,,
6394,05/11/11,11:00:00 PM,-0.227,0.024,,,,
6395,05/12/11,12:00:00 AM,0.107,0.024,,,,
6396,05/12/11,01:00:00 AM,0.439,0.024,,,,
6397,05/12/11,02:00:00 AM,0.934,0.024,,,,
6398,05/12/11,03:00:00 AM,0.301,0.024,,,,
6399,05/12/11,04:00:00 AM,0.329,0.024,,,,
6400,05/12/11,05:00:00 AM,-0.116,0.024,,,,
6401,05/12/11,06:00:00 AM,-0.395,0.024,,,,
6402,05/12/11,07:00:00 AM,-0.873,0.024,,,,
6403,05/12/11,08:00:00 AM,-0.732,0.024,,,,
6404,05/12/11,09:00:00 AM,-0.958,0.024,,,,
6405,05/12/11,10:00:00 AM,-0.930,0.024,,,,
6406,05/12/11,11:00:00 AM,-1.185,0.024,,,,
6407,05/12/11,12:00:00 PM,-1.814,0.024,,,,
6408,05/12/11,01:00:00 PM,-2.363,0.024,,,,
6409,05/12/11,02:00:00 PM,-2.566,0.024,,,,
6410,05/12/11,03:00:00 PM,-2.625,0.024,,,,
6411,05/12/11,04:00:00 PM,-2.160,0.024,,,,
6412,05/12/11,05:00:00 PM,-2.218,0.024,,,,
6413,05/12/11,06:00:00 PM,-1.986,0.024,,,,
6414,05/12/11,07:00:00 PM,-2.015,0.024,,,,
6415,05/12/11,08:00:00 PM,-2.102,0.024,,,,
6416,05/12/11,09:00:00 PM,-2.625,0.024,,,,
6417,05/12/11,10:00:00 PM,-3.449,0.024,,,,
6418,05/12/11,11:00:00 PM,-2.976,0.024,,,,
6419,05/13/11,12:00:00 AM,-2.800,0.024,,,,
6420,05/13/11,01:00:00 AM,-2.596,0.024,,,,
6421,05/13/11,02:00:00 AM,-2.771,0.024,,,,
6422,05/13/11,03:00:00 AM,-3.094,0.024,,,,
6423,05/13/11,04:00:00 AM,-2.508,0.024,,,,
6424,05/13/11,05:00:00 AM,-2.742,0.024,,,,
6425,05/13/11,06:00:00 AM,-2.918,0.024,,,,
6426,05/13/11,07:00:00 AM,-2.537,0.024,,,,
6427,05/13/11,08:00:00 AM,-1.986,0.024,,,,
6428,05/13/11,09:00:00 AM,-1.641,0.024,,,,
6429,05/13/11,10:00:00 AM,-1.015,0.024,,,,
6430,05/13/11,11:00:00 AM,-0.704,0.024,,,,
6431,05/13/11,12:00:00 PM,0.024,0.024,,,,
6432,05/13/11,01:00:00 PM,0.989,0.024,,,,
6433,05/13/11,02:00:00 PM,0.797,0.024,,,,
6434,05/13/11,03:00:00 PM,1.235,0.024,,,,
6435,05/13/11,04:00:00 PM,2.101,0.024,,,,
6436,05/13/11,05:00:00 PM,2.236,0.024,,,,
6437,05/13/11,06:00:00 PM,2.289,0.024,,,,
6438,05/13/11,07:00:00 PM,1.994,0.024,,,,
6439,05/13/11,08:00:00 PM,1.208,0.024,,,,
6440,05/13/11,09:00:00 PM,0.825,0.024,,,,
6441,05/13/11,10:00:00 PM,0.190,0.024,,,,
6442,05/13/11,11:00:00 PM,-0.199,0.024,,,,
6443,05/14/11,12:00:00 AM,-0.311,0.024,,,,
6444,05/14/11,01:00:00 AM,-0.395,0.024,,,,
6445,05/14/11,02:00:00 AM,-0.902,0.024,,,,
6446,05/14/11,03:00:00 AM,-0.676,0.024,,,,
6447,05/14/11,04:00:00 AM,-0.958,0.024,,,,
6448,05/14/11,05:00:00 AM,-1.356,0.024,,,,
6449,05/14/11,06:00:00 AM,-1.299,-0.004,,,,
6450,05/14/11,07:00:00 AM,-0.902,-0.004,,,,
6451,05/14/11,08:00:00 AM,-0.958,-0.004,,,,
6452,05/14/11,09:00:00 AM,1.262,-0.004,,,,
6453,05/14/11,10:00:00 AM,1.967,-0.004,,,,
6454,05/14/11,11:00:00 AM,2.877,-0.004,,,,
6455,05/14/11,12:00:00 PM,3.617,-0.004,,,,
6456,05/14/11,01:00:00 PM,5.539,-0.004,,,,
6457,05/14/11,02:00:00 PM,5.975,-0.004,,,,
6458,05/14/11,03:00:00 PM,5.693,-0.004,,,,
6459,05/14/11,04:00:00 PM,7.142,-0.004,,,,
6460,05/14/11,05:00:00 PM,7.015,-0.004,,,,
6461,05/14/11,06:00:00 PM,6.661,-0.004,,,,
6462,05/14/11,07:00:00 PM,6.864,-0.004,,,,
6463,05/14/11,08:00:00 PM,6.889,-0.004,,,,
6464,05/14/11,09:00:00 PM,5.437,-0.004,,,,
6465,05/14/11,10:00:00 PM,2.503,-0.004,,,,
6466,05/14/11,11:00:00 PM,1.588,-0.004,,,,
6467,05/15/11,12:00:00 AM,1.262,-0.004,,,,
6468,05/15/11,01:00:00 AM,0.715,-0.004,,,,
6469,05/15/11,02:00:00 AM,0.412,-0.004,,,,
6470,05/15/11,03:00:00 AM,0.495,-0.004,,,,
6471,05/15/11,04:00:00 AM,-0.535,-0.004,,,,
6472,05/15/11,05:00:00 AM,-0.367,-0.004,,,,
6473,05/15/11,06:00:00 AM,-0.451,-0.004,,,,
6474,05/15/11,07:00:00 AM,-0.283,-0.004,,,,
6475,05/15/11,08:00:00 AM,-0.339,-0.004,,,,
6476,05/15/11,09:00:00 AM,1.588,-0.004,,,,
6477,05/15/11,10:00:00 AM,2.209,-0.004,,,,
6478,05/15/11,11:00:00 AM,3.459,-0.004,,,,
6479,05/15/11,12:00:00 PM,4.506,-0.004,,,,
6480,05/15/11,01:00:00 PM,6.153,-0.004,,,,
6481,05/15/11,02:00:00 PM,6.965,-0.004,,,,
6482,05/15/11,03:00:00 PM,7.820,-0.004,,,,
6483,05/15/11,04:00:00 PM,8.270,-0.004,,,,
6484,05/15/11,05:00:00 PM,8.444,-0.004,,,,
6485,05/15/11,06:00:00 PM,8.767,-0.004,,,,
6486,05/15/11,07:00:00 PM,8.494,-0.004,,,,
6487,05/15/11,08:00:00 PM,7.343,-0.004,,,,
6488,05/15/11,09:00:00 PM,5.462,-0.004,,,,
6489,05/15/11,10:00:00 PM,3.880,-0.004,,,,
6490,05/15/11,11:00:00 PM,3.036,-0.004,,,,
6491,05/16/11,12:00:00 AM,2.477,-0.004,,,,
6492,05/16/11,01:00:00 AM,1.697,-0.004,,,,
6493,05/16/11,02:00:00 AM,1.859,-0.004,,,,
6494,05/16/11,03:00:00 AM,1.534,-0.004,,,,
6495,05/16/11,04:00:00 AM,0.934,-0.004,,,,
6496,05/16/11,05:00:00 AM,0.852,-0.004,,,,
6497,05/16/11,06:00:00 AM,0.715,-0.004,,,,
6498,05/16/11,07:00:00 AM,1.208,-0.004,,,,
6499,05/16/11,08:00:00 AM,1.317,-0.004,,,,
6500,05/16/11,09:00:00 AM,4.610,-0.004,,,,
6501,05/16/11,10:00:00 AM,5.693,-0.004,,,,
6502,05/16/11,11:00:00 AM,6.560,-0.032,,,,
6503,05/16/11,12:00:00 PM,7.393,-0.032,,,,
6504,05/16/11,01:00:00 PM,7.870,-0.032,,,,
6505,05/16/11,02:00:00 PM,9.163,-0.060,,,,
6506,05/16/11,03:00:00 PM,8.941,-0.060,,,,
6507,05/16/11,04:00:00 PM,10.663,-0.060,,,,
6508,05/16/11,05:00:00 PM,11.419,-0.060,,,,
6509,05/16/11,06:00:00 PM,10.541,-0.004,,,,
6510,05/16/11,07:00:00 PM,8.693,-0.004,,,,
6511,05/16/11,08:00:00 PM,9.608,-0.004,,,,
6512,05/16/11,09:00:00 PM,7.066,-0.004,,,,
6513,05/16/11,10:00:00 PM,6.712,-0.004,,,,
6514,05/16/11,11:00:00 PM,5.488,-0.004,,,,
6515,05/17/11,12:00:00 AM,5.231,-0.004,,,,
6516,05/17/11,01:00:00 AM,5.102,-0.004,,,,
6517,05/17/11,02:00:00 AM,4.011,-0.004,,,,
6518,05/17/11,03:00:00 AM,3.932,-0.004,,,,
6519,05/17/11,04:00:00 AM,3.880,-0.004,,,,
6520,05/17/11,05:00:00 AM,3.564,-0.004,,,,
6521,05/17/11,06:00:00 AM,3.327,-0.004,,,,
6522,05/17/11,07:00:00 AM,4.298,-0.004,,,,
6523,05/17/11,08:00:00 AM,5.050,-0.004,,,,
6524,05/17/11,09:00:00 AM,6.000,-0.004,,,,
6525,05/17/11,10:00:00 AM,6.077,-0.004,,,,
6526,05/17/11,11:00:00 AM,6.611,-0.004,,,,
6527,05/17/11,12:00:00 PM,7.670,-0.004,,,,
6528,05/17/11,01:00:00 PM,10.761,0.024,,,,
6529,05/17/11,02:00:00 PM,10.980,0.024,,,,
6530,05/17/11,03:00:00 PM,11.443,-0.004,,,,
6531,05/17/11,04:00:00 PM,12.944,-0.004,,,,
6532,05/17/11,05:00:00 PM,13.449,0.024,,,,
6533,05/17/11,06:00:00 PM,13.834,0.024,,,,
6534,05/17/11,07:00:00 PM,12.606,0.024,,,,
6535,05/17/11,08:00:00 PM,12.558,0.024,,,,
6536,05/17/11,09:00:00 PM,11.613,0.024,,,,
6537,05/17/11,10:00:00 PM,8.891,0.024,,,,
6538,05/17/11,11:00:00 PM,9.312,0.024,,,,
6539,05/18/11,12:00:00 AM,9.829,0.024,,,,
6540,05/18/11,01:00:00 AM,9.706,0.024,,,,
6541,05/18/11,02:00:00 AM,8.866,0.024,,,,
6542,05/18/11,03:00:00 AM,9.089,0.024,,,,
6543,05/18/11,04:00:00 AM,8.543,0.024,,,,
6544,05/18/11,05:00:00 AM,7.041,0.024,,,,
6545,05/18/11,06:00:00 AM,6.585,0.024,,,,
6546,05/18/11,07:00:00 AM,6.914,0.024,,,,
6547,05/18/11,08:00:00 AM,7.494,0.024,,,,
6548,05/18/11,09:00:00 AM,9.435,0.024,,,,
6549,05/18/11,10:00:00 AM,8.519,0.024,,,,
6550,05/18/11,11:00:00 AM,8.519,0.024,,,,
6551,05/18/11,12:00:00 PM,9.583,0.024,,,,
6552,05/18/11,01:00:00 PM,12.340,0.024,,,,
6553,05/18/11,02:00:00 PM,12.509,0.024,,,,
6554,05/18/11,03:00:00 PM,12.243,0.024,,,,
6555,05/18/11,04:00:00 PM,10.541,0.024,,,,
6556,05/18/11,05:00:00 PM,8.965,0.024,,,,
6557,05/18/11,06:00:00 PM,10.247,0.024,,,,
6558,05/18/11,07:00:00 PM,10.492,0.024,,,,
6559,05/18/11,08:00:00 PM,9.435,0.024,,,,
6560,05/18/11,09:00:00 PM,7.293,0.024,,,,
6561,05/18/11,10:00:00 PM,6.965,0.024,,,,
6562,05/18/11,11:00:00 PM,6.484,0.024,,,,
6563,05/19/11,12:00:00 AM,6.179,0.024,,,,
6564,05/19/11,01:00:00 AM,5.616,0.024,,,,
6565,05/19/11,02:00:00 AM,5.231,0.024,,,,
6566,05/19/11,03:00:00 AM,5.411,0.024,,,,
6567,05/19/11,04:00:00 AM,3.512,0.024,,,,
6568,05/19/11,05:00:00 AM,4.011,0.024,,,,
6569,05/19/11,06:00:00 AM,3.958,0.024,,,,
6570,05/19/11,07:00:00 AM,3.932,0.024,,,,
6571,05/19/11,08:00:00 AM,3.749,0.024,,,,
6572,05/19/11,09:00:00 AM,3.617,0.024,,,,
6573,05/19/11,10:00:00 AM,4.947,0.024,,,,
6574,05/19/11,11:00:00 AM,5.539,0.051,,,,
6575,05/19/11,12:00:00 PM,6.331,0.329,,,,
6576,05/19/11,01:00:00 PM,7.569,0.825,,,,
6577,05/19/11,02:00:00 PM,8.767,1.453,,,,
6578,05/19/11,03:00:00 PM,9.632,3.195,,,,
6579,05/19/11,04:00:00 PM,10.541,3.274,,,,
6580,05/19/11,05:00:00 PM,10.222,4.454,,,,
6581,05/19/11,06:00:00 PM,9.460,5.462,,,,
6582,05/19/11,07:00:00 PM,7.242,1.967,,,,
6583,05/19/11,08:00:00 PM,6.788,1.643,,,,
6584,05/19/11,09:00:00 PM,6.382,1.017,,,,
6585,05/19/11,10:00:00 PM,5.642,0.632,,,,
6586,05/19/11,11:00:00 PM,4.610,0.577,,,,
6587,05/20/11,12:00:00 AM,3.485,0.577,,,,
6588,05/20/11,01:00:00 AM,4.246,0.577,,,,
6589,05/20/11,02:00:00 AM,4.584,0.632,,,,
6590,05/20/11,03:00:00 AM,4.662,0.550,,,,
6591,05/20/11,04:00:00 AM,4.610,0.246,,,,
6592,05/20/11,05:00:00 AM,5.102,0.467,,,,
6593,05/20/11,06:00:00 AM,4.636,0.770,,,,
6594,05/20/11,07:00:00 AM,4.766,1.153,,,,
6595,05/20/11,08:00:00 AM,5.282,2.343,,,,
6596,05/20/11,09:00:00 AM,5.796,3.932,,,,
6597,05/20/11,10:00:00 AM,7.015,5.076,,,,
6598,05/20/11,11:00:00 AM,7.745,7.116,,,,
6599,05/20/11,12:00:00 PM,8.344,7.970,,,,
6600,05/20/11,01:00:00 PM,8.668,8.020,,,,
6601,05/20/11,02:00:00 PM,8.841,9.731,,,,
6602,05/20/11,03:00:00 PM,8.568,6.813,,,,
6603,05/20/11,04:00:00 PM,10.736,7.519,,,,
6604,05/20/11,05:00:00 PM,10.565,9.657,,,,
6605,05/20/11,06:00:00 PM,11.613,10.222,,,,
6606,05/20/11,07:00:00 PM,11.759,9.731,,,,
6607,05/20/11,08:00:00 PM,11.710,8.095,,,,
6608,05/20/11,09:00:00 PM,10.541,6.560,,,,
6609,05/20/11,10:00:00 PM,8.519,3.116,,,,
6610,05/20/11,11:00:00 PM,7.041,0.770,,,,
6611,05/21/11,12:00:00 AM,7.444,0.880,,,,
6612,05/21/11,01:00:00 AM,6.788,1.153,,,,
6613,05/21/11,02:00:00 AM,6.611,0.907,,,,
6614,05/21/11,03:00:00 AM,6.382,0.715,,,,
6615,05/21/11,04:00:00 AM,5.975,0.218,,,,
6616,05/21/11,05:00:00 AM,5.642,0.024,,,,
6617,05/21/11,06:00:00 AM,5.462,0.024,,,,
6618,05/21/11,07:00:00 AM,6.128,0.051,,,,
6619,05/21/11,08:00:00 AM,7.015,2.021,,,,
6620,05/21/11,09:00:00 AM,8.593,4.298,,,,
6621,05/21/11,10:00:00 AM,9.015,7.494,,,,
6622,05/21/11,11:00:00 AM,9.139,10.149,,,,
6623,05/21/11,12:00:00 PM,10.663,10.712,,,,
6624,05/21/11,01:00:00 PM,11.540,12.147,,,,
6625,05/21/11,02:00:00 PM,11.807,11.637,,,,
6626,05/21/11,03:00:00 PM,12.098,9.361,,,,
6627,05/21/11,04:00:00 PM,11.904,8.668,,,,
6628,05/21/11,05:00:00 PM,11.710,9.163,,,,
6629,05/21/11,06:00:00 PM,11.321,8.668,,,,
6630,05/21/11,07:00:00 PM,10.932,8.120,,,,
6631,05/21/11,08:00:00 PM,7.494,5.282,,,,
6632,05/21/11,09:00:00 PM,6.585,2.797,,,,
6633,05/21/11,10:00:00 PM,5.385,1.967,,,,
6634,05/21/11,11:00:00 PM,4.947,1.724,,,,
6635,05/22/11,12:00:00 AM,4.532,1.480,,,,
6636,05/22/11,01:00:00 AM,4.063,1.561,,,,
6637,05/22/11,02:00:00 AM,3.195,1.208,,,,
6638,05/22/11,03:00:00 AM,3.512,1.208,,,,
6639,05/22/11,04:00:00 AM,3.248,1.017,,,,
6640,05/22/11,05:00:00 AM,3.063,1.044,,,,
6641,05/22/11,06:00:00 AM,2.877,1.126,,,,
6642,05/22/11,07:00:00 AM,2.770,1.643,,,,
6643,05/22/11,08:00:00 AM,2.770,2.101,,,,
6644,05/22/11,09:00:00 AM,2.823,2.610,,,,
6645,05/22/11,10:00:00 AM,2.770,2.903,,,,
6646,05/22/11,11:00:00 AM,2.664,2.903,,,,
6647,05/22/11,12:00:00 PM,2.983,2.823,,,,
6648,05/22/11,01:00:00 PM,3.221,4.480,,,,
6649,05/22/11,02:00:00 PM,3.459,5.205,,,,
6650,05/22/11,03:00:00 PM,3.775,5.437,,,,
6651,05/22/11,04:00:00 PM,3.880,5.668,,,,
6652,05/22/11,05:00:00 PM,4.558,7.116,,,,
6653,05/22/11,06:00:00 PM,4.714,7.670,,,,
6654,05/22/11,07:00:00 PM,4.662,7.519,,,,
6655,05/22/11,08:00:00 PM,4.636,5.847,,,,
6656,05/22/11,09:00:00 PM,4.246,4.792,,,,
6657,05/22/11,10:00:00 PM,3.985,2.930,,,,
6658,05/22/11,11:00:00 PM,3.617,1.588,,,,
6659,05/23/11,12:00:00 AM,3.009,1.208,,,,
6660,05/23/11,01:00:00 AM,2.637,1.153,,,,
6661,05/23/11,02:00:00 AM,2.503,0.989,,,,
6662,05/23/11,03:00:00 AM,2.370,0.907,,,,
6663,05/23/11,04:00:00 AM,2.690,0.989,,,,
6664,05/23/11,05:00:00 AM,2.877,1.071,,,,
6665,05/23/11,06:00:00 AM,2.423,1.235,,,,
6666,05/23/11,07:00:00 AM,2.717,1.453,,,,
6667,05/23/11,08:00:00 AM,2.503,2.128,,,,
6668,05/23/11,09:00:00 AM,2.610,3.459,,,,
6669,05/23/11,10:00:00 AM,3.116,5.282,,,,
6670,05/23/11,11:00:00 AM,3.538,6.458,,,,
6671,05/23/11,12:00:00 PM,3.538,6.535,,,,
6672,05/23/11,01:00:00 PM,4.089,6.661,,,,
6673,05/23/11,02:00:00 PM,4.298,6.813,,,,
6674,05/23/11,03:00:00 PM,4.428,6.813,,,,
6675,05/23/11,04:00:00 PM,4.714,7.544,,,,
6676,05/23/11,05:00:00 PM,5.334,6.914,,,,
6677,05/23/11,06:00:00 PM,5.102,7.645,,,,
6678,05/23/11,07:00:00 PM,5.231,6.535,,,,
6679,05/23/11,08:00:00 PM,5.231,5.179,,,,
6680,05/23/11,09:00:00 PM,4.921,4.037,,,,
6681,05/23/11,10:00:00 PM,4.844,3.089,,,,
